,NCTId,Condition,BriefTitle,InterventionType,StartDate,CompletionDate,Country_Name,Continent_Name,Continent_Code
307,NCT04149808,Second-degree Burn,Mepilex Ag vs. Xeroform in Pediatric Patients That Sustain Partial Thickness Burn Injury,Device,"November 1, 2019","September 1, 2022",United States,North America,
308,NCT03250442,Surgical Wound|Wound Heal|Amputation,Evaluating the Outcomes for Incisional Application of Negative Pressure for Nontraumatic Amputations,Device,"November 1, 2017",September 2021,United States,North America,
309,NCT04933331,Initial Caries|Arrested Dental Caries|Cavitated Caries|Dental Caries|Dental Caries in Children,Early Caries Lesion Management Observational Study,Drug,"December 7, 2020","December 31, 2023",United States,North America,
310,NCT02929238,Wound Vac|Suture,Wound Vac Polypropylene Suture Pilot Study,Other,June 2016,"September 11, 2018",United States,North America,
311,NCT05046158,Diabetic Foot Ulcer,Diabetic Foot Ulcers-Comparing Transforming Powder to Standard of Care,Device,September 2021,"August 31, 2022",United States,North America,
312,NCT03136159,"Cesarean Section; Complications, Wound, Dehiscence",The Role of Antimicrobial Foam Dressing in Prevention of Cesarean Section Wound Complications,Device,"July 24, 2017","June 30, 2019",United States,North America,
313,NCT01327937,Venous Ulcer,A Post Marketing Study of Apligraf in Non-healing Wounds of Subjects With Venous Leg Ulcers,Device,March 2011,December 2013,United States,North America,
314,NCT03146845,Pressure Ulcer|Leg Ulcer|Diabetic Foot Ulcer,Evaluation Of An Advanced Borderless Dressing,Device,"June 15, 2017","June 12, 2018",United States,North America,
315,NCT01200563,Wounds,Comparative Effectiveness Study of MIST Therapy Versus Negative Pressure Wound Therapy,Device,August 2010,July 2011,United States,North America,
316,NCT00847730,Diabetic Foot Ulcers,Evaluating the Ease of Use of a VAC GranuFoam Bridge Dressing on Diabetic Foot Ulcers Receiving VAC Negative Pressure Wound Therapy,Device,February 2009,September 2009,United States,North America,
317,NCT01537016,Diabetic Foot Ulcers,WOUNDCHEK™ Protease Status Point of Care (POC) Diagnostic Test on DFU,Device,July 2013,August 2013,United States,North America,
318,NCT02707406,Diabetic Foot Ulcers,Non-healing Diabetic Foot Ulcers (DFU) Treated With SoC With or Without NEOX®CORD 1K,Other,February 2016,"October 9, 2018",United States,North America,
319,NCT04438174,Wounds and Injuries,Processed Amniotic Fluid (pAF) for the Treatment of Chronic Wounds,Drug,January 2021,August 2025,United States,North America,
320,NCT04613336,Wound Healing,Efficacy of Topical Heparin Spray on Donor Site Wound Healing Time Compared to Conventional Dressing Among Patients Undergoing Split Thickness Skin Grafting,,"September 30, 2020",February 2021,Pakistan,Asia,AS
321,NCT04954716,Cervicogenic Headache,Manual Techniques in Cervicogenic Headache,Other,"January 10, 2021","August 10, 2021",Pakistan,Asia,AS
322,NCT05015842,Low Back Pain,Effectiveness of Kinesio Tapping for the Treatment of Patients With Acute Low Back Pain: A Randomized Control Trial,Other,"January 2, 2019","June 3, 2019",Pakistan,Asia,AS
323,NCT04716192,Cervical Spine Disease,Positional Release Technique in Patients With Unilateral Subacute Trapezitis,Other,"January 25, 2021","July 25, 2021",Pakistan,Asia,AS
324,NCT04364438,Overactive Bladder,Effectiveness of EMS and TENS in Patients With Overactive Bladder,Device,"March 3, 2020",September 2021,Pakistan,Asia,AS
325,NCT02641548,Diabetes Complications,Silicone Sock as Treatment of Deep Heel Fissures in People With Diabetes,Device,December 2015,May 2021,Sweden,Europe,EU
326,NCT00953186,Diabetes|Foot Ulcer|Healing,Hyperbaric Oxygen Therapy as Adjunctive Treatment of Chronic Diabetic Foot Ulcers,Device,June 2002,June 2009,Sweden,Europe,EU
327,NCT04085926,Diabetic Foot,Sealed Therapeutic Shoe as Treatment of Diabetic Foot Ulcers,Device,"August 2, 2019",December 2027,Sweden,Europe,EU
328,NCT02088996,Chemotherapy Induced Peripheral Neuropathy (CIPN),Electrical Stimulation and Chemotherapy Induced Peripheral Neuropathy,Device,March 2011,December 2015,Sweden,Europe,EU
329,NCT04586517,Breast Cancer Female,Effect of Heavy-load Resistance Training During Chemotherapy on Muscle Cellular Outcomes,Other,"December 5, 2018","January 1, 2023",Sweden,Europe,EU
330,NCT04896853,COVID-19 Acute Respiratory Distress Syndrome,Treatment of Respiratory Complications Associated With COVID-19 Infection Using ProTrans®,Biological,"May 18, 2021","December 31, 2024",Sweden,Europe,EU
331,NCT04410497,Burns Scald,Silver Foam Dressing Superior to Porcine Xenograft in Pediatric Scalds,Other,"May 11, 2015","May 8, 2018",Sweden,Europe,EU
332,NCT02169167,Diabetes Mellitus|Diabetes Complications|Diabetic Neuropathies|Wound Infection,Comparison of Resin Salve and Octenidine in Patients With Neuropathic Diabetic Foot Ulcers,Device,June 2014,May 2015,Poland,Europe,EU
333,NCT01438125,Scars,MF-4181 for the Reduction of Scars Secondary to Abdominoplasty or Laparoscopy/Laparotomy Gynecologic Procedures,Other,February 2009,May 2011,Poland,Europe,EU
334,NCT02091076,"Late Complication From Skin Graft|Infection of Skin Donor Site|Impaired Wound Healing|Pain, Intractable",Efficacy and Safety of Silk Fibroin With Bioactive Coating Layer Dressing,Device,March 2014,May 2015,Thailand,Asia,AS
335,NCT01178684,HIV,"Epidermal Nerve Fiber Density, Fat and Mitochondrial Parameters in Thai HIV+ Patients on d4T and HIV- Patients",,May 2010,December 2012,Thailand,Asia,AS
336,NCT04773561,"Twin Pregnancy, Antepartum Condition or Complication|Retinal Vascular|Choroidal Effusion",Comparison of Posterior Ocular Changes Between Singleton Pregnancy and Multifetal Pregnancy.,Device,"September 3, 2021","June 30, 2024",Thailand,Asia,AS
337,NCT02742233,Diabetic Foot Ulcer,Dipeptidyl Peptidase 4 Inhibition Facilitate Healing of Diabetic Ulcers,Drug,November 2015,November 2017,China,Asia,AS
338,NCT01389362,Diabetic Foot Ulcer,The Healing Effect of a Two-Herb Recipe on Foot Ulcer in Chinese Patients With Type 2 Diabetes,Drug,May 2009,May 2011,China,Asia,AS
339,NCT02070835,Diabetic Foot Ulcer,Study of ReCell® Treating for Diabetic Foot Ulcers,Device,March 2013,June 2016,China,Asia,AS
340,NCT02834858,Peripheral Vascular Disease|Ischemia|Diabetic Foot,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications,Biological,January 2016,December 2019,China,Asia,AS
341,NCT02796079,Peripheral Vascular Disease|Ischemia|Diabetic Foot,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications,Biological,January 2015,December 2018,China,Asia,AS
342,NCT01108120,Diabetic Foot Ulcer,The Therapeutical Role of Continuous Intra-femoral Artery Infusion of Urokinase on Diabetic Foot Ulcers,Drug,May 2010,December 2015,China,Asia,AS
343,NCT00393510,Diabetic Foot Ulcer|Amputation,Herbal Preparation Used as Adjuvant Therapy on Diabetic Ulcers,Drug,November 2000,March 2006,China,Asia,AS
344,NCT04709887,Diabetic Foot|Ischemic Diabetic Foot Ulcer|Popliteal Artery Stenosis,Appropriate Strategy of Surgical Treatment in Ischemic Diabetic Foot,Procedure,"January 1, 2017","January 1, 2024",China,Asia,AS
345,NCT04801433,Scalp Psoriasis,Evaluate the Efficacy and Safety of Boroda Supramolecular Active Zinc in the Treatment of Scalp Psoriasis,Other,"November 30, 2018","November 25, 2019",China,Asia,AS
346,NCT04071535,Small Fiber Neuropathy|Diabetic Neuropathies|Diabetes Mellitus,Skin Biopsy in the Diagnosis of Small Fiber Neuropathy in Chinese Patients With Diabetes,Device,"December 1, 2015","July 1, 2021",China,Asia,AS
347,NCT03141502,"Trauma|Fractures, Open|Wounds and Injuries|Skin Expander",The New Skin Stretching Device for Treatment of Limb Tension Wounds,Device,"May 11, 2017","October 31, 2018",China,Asia,AS
348,NCT03807986,Treatments of Striae Distensae,The Combination Therapy of Nanofat Grafting and PRP Compared With Microfat Grafting and PRP Synergy in Treating Striae Distensae,Procedure,"February 1, 2019","December 31, 2020",China,Asia,AS
349,NCT03511456,"Neuralgia, Sciatic",An Effect and Safety Observation on PELD Technique for Extraforaminal Disc Herniation at L5/S1,Procedure,"March 5, 2016","March 5, 2022",China,Asia,AS
350,NCT03328871,Treatments of Striae Gravidarum,The Combination Therapy of Fractional Laser and PRP Compared With Nanofat Grafting and PRP Synergy in Treating Striae Gravidarum.,Device,"April 1, 2017","November 1, 2018",China,Asia,AS
351,NCT04815668,Seasonal Allergic Rhinitis,Acupuncture at the Sphenopalatine Ganglion in the Treatment of Moderate-to-severe Seasonal Allergic Rhinitis,Other,"May 1, 2021","August 31, 2023",China,Asia,AS
352,NCT04776187,Nephrogenic Fibrosing Dermopathy,Safety Evaluation of Linear and Macrocyclic Gadolinium Based Contrast Agents for Patients With Mild to Moderate Renal Insufficiency Undergoing Enhanced Magnetic Resonance Imaging,Drug,"March 1, 2021","December 31, 2021",China,Asia,AS
353,NCT03377829,Thyroid Cancer|Treatment Related Cancer,A Multicenter Trial of PLA vs. Surgery for Treating PTMC,Procedure,"December 1, 2017","December 31, 2022",China,Asia,AS
354,NCT04210921,Temporomandibular Disorders,Clinical Efficacy of Acupuncture in the Treatment of Temporomandibular Disorders (TMD),Device,"April 1, 2019","June 30, 2020",China,Asia,AS
355,NCT04492176,Vaginal Atrophy,A Clinical Clinical Observation of CO2 Fractional Laser in Female Vaginal Repair,Device,"August 1, 2019","October 30, 2020",China,Asia,AS
356,NCT04334564,Primary Open Angle Glaucoma|Drug Effect,Effect of Ginkgo Biloba Capsule on Visual Function of Primary Open-angle Glaucoma With Blood Stasis Syndrome,Drug,"April 28, 2015","November 30, 2020",China,Asia,AS
357,NCT03344068,Nasopharyngeal Carcinoma|Nutritional Support,Early and Whole Course Nutritional Support by Nutren® Optimum During IMRT for Nasopharyngeal Carcinoma,Radiation,"January 1, 2018","March 31, 2021",China,Asia,AS
358,NCT02487628,Inguinal Hernia,Evaluation of HQ® Matrix Soft Tissue Mesh for the Treatment of Inguinal Hernia,Device,November 2014,December 2016,China,Asia,AS
359,NCT04955548,Articular Cartilage Defects,A Clinical Translational Study on Repairing Articular Cartilage Injury With Autologous Adipose Gel,Procedure,"December 1, 2021","December 1, 2023",China,Asia,AS
360,NCT03955497,Knee Osteoarthritis|Cartilage Degeneration,Effectiveness of Autologous Adipose-derived Stem Cells in the Treatment of Knee Cartilage Injury,Other,"October 1, 2018","December 1, 2022",China,Asia,AS
361,NCT02220621,Intrauterine Adhesion,Efficacy and Safety of Crosslinked Hyaluronan Gel for Preventing Intrauterine Adhesion,Device,October 2011,,China,Asia,AS
362,NCT03731689,Intrauterine Adhesions,Treatment of Intrauterine Adhesions and Its Distribution of Genital Tract Flora,Drug,"May 1, 2018","December 31, 2021",China,Asia,AS
363,NCT04235296,Mesenchymal Stem Cell-derived Pleiotropic Factor in Treating Residual Burn Wound,Mesenchymal Stem Cell Conditioned Medium-derived Pleiotropic Factor in Treating Residual Burn Wound,Biological,"November 17, 2019","June 30, 2021",China,Asia,AS
364,NCT04235868,Mesenchymal Stem Cell-derived Bioactivator for Treating Chronic Wounds,Mesenchymal Stem Cell-derived Pleiotropic Factor in Treating Non-healing Wounds,Biological,"October 20, 2019","October 30, 2020",China,Asia,AS
365,NCT01439074,Burn Injuries,Mepilex Ag Versus Silver Sulfadiazine in Children and Adults With Burn Injuries.,Device,September 2011,September 2013,China,Asia,AS
366,NCT02883751,Diabetes Mellitus|Amputation Stumps|Diabetic Foot,Phototherapy in DM Amputation Ulcers.,Radiation,January 2017,December 2020,Brazil,South America,SA
367,NCT03250533,Ulcer|Diabetes Mellitus,Analysis of the Effects of LED Phototherapy and Electrical Stimulation in the Healing of Diabetic Ulcers,Device,"September 1, 2017","June 30, 2021",Brazil,South America,SA
368,NCT04246814,Diabetic Foot Ulcer|Diabetic Foot,Use of Low-level Laser Therapy in the Treatment of Diabetic Foot Ulcers,Device,"August 27, 2019","September 18, 2020",Brazil,South America,SA
369,NCT01643967,Diabetes Mellitus,Clinical Trial to Evaluate the Efficacy and Safety of the Use of Ozone Versus Sunflower Oil in Treating Diabetic Foot,Other,June 2012,January 2013,Brazil,South America,SA
370,NCT02781168,Premature Newborn,Influence of the Use of Hearing Protection in the Salivary Cortisol Level and in the Sleep of Premature Infants,Device,June 2013,June 2016,Brazil,South America,SA
371,NCT01981980,Skin Aging|Skin Rejuvenation,Comparison of the Effects of Carboxytherapy and Radiofrequency on Skin Rejuvenation,Other,October 2009,October 2013,Brazil,South America,SA
372,NCT02185950,Burn|Skin Graft,The Effects of Therapeutic Resources on Structure and Function of Normal and Burned Skin,Device,June 2012,March 2016,Brazil,South America,SA
373,NCT04202289,Burns,Use of Nile Tilapia Fish Skin as a Xenograft for Burn Treatment: Phase III Study,Device,"April 3, 2017","October 24, 2018",Brazil,South America,SA
374,NCT04182542,Adiposity|Abdominal Obesity,Effects of Capacitive Radiofrequency at the Dermis and Adipose Tissue,Device,"December 2, 2019","July 31, 2020",Brazil,South America,SA
375,NCT03963765,Skin Diseases,Transepidermal Application of Metilaminolevulinate in Daylight PDT in the Treatment of Photodamaged Skin,Procedure,"February 3, 2017","December 1, 2020",Brazil,South America,SA
376,NCT01872091,Healthy Individuals,"Analysis of Neuromuscular, Circulatory and Biomechanical Responses After Cryotherapy",Other,May 2013,December 2017,Brazil,South America,SA
377,NCT02416531,Vulvar Lichen Sclerosus,"Vulvar Lichen Sclerosus: Comparison Between Clobetasol Propionate, Photodynamic Therapy and Low-Intensity Laser",Drug,January 2015,October 2017,Brazil,South America,SA
378,NCT03858179,Muscle Strength,Effects of Photobiomodulation Therapy in Strength Training and Detraining in Humans,Device,"March 25, 2019","July 5, 2020",Brazil,South America,SA
379,NCT03619928,Delayed Onset Muscle Soreness,Comparison of Dry Needle and Massotherapy on Tolerance Effort and Soreness,Device,"July 27, 2018","October 1, 2018",Brazil,South America,SA
380,NCT02582580,Pregnancy,Effects of Antenatal Pelvic Floor Preparation Techniques for Childbirth,Other,"October 15, 2015","August 30, 2017",Brazil,South America,SA
381,NCT02061410,Knee Osteoarthritis,Effects of Neuromuscular Electrical Stimulation (NMES) in Patients With Knee Osteoarthritis,Device,January 2006,,Brazil,South America,SA
382,NCT04491981,Dental Caries|Dental Caries in Children,Restoration Repairs Using Composite Resin Versus Glass Ionomer in Primary Molars: a Randomized Clinical Trial,Procedure,"July 1, 2021","August 1, 2023",Brazil,South America,SA
383,NCT03520309,Dental Caries|Secondary Dental Caries,Clinical Criteria for the Evaluation of Caries Lesions Around Restorations in Primary Teeth (CARDEC-03),Procedure,"November 16, 2017","May 30, 2021",Brazil,South America,SA
384,NCT02627534,Chronic Periodontitis|Diabetes Mellitus,Effects of Adjunct Photodynamic Therapy in the Treatment of Type 2 Diabetic Patients With Chronic Periodontitis,Procedure,April 2014,October 2015,Brazil,South America,SA
385,NCT03861572,Achilles Tendon Rupture,Eccentric Training Effects on Functionality and Neuromechanical Properties After Achilles Tendon Surgical Repair,Other,"February 25, 2019","August 1, 2021",Brazil,South America,SA
386,NCT02470611,Periodontitis|Bone Resorption,Sodium Alendronate in Non Surgical Periodontal Therapy,Drug,November 2012,November 2014,Brazil,South America,SA
387,NCT04730908,Fluoride Biomarkers in the Oral Mouth After Brushing Teeth With the Experimental Dentifrice|Bioavailability of Fluoride in the Oral Mouth,Dentifrice With Innovative Remineralizing Technology: a Randomized Clinical Study,Other,"February 3, 2020","September 12, 2021",Brazil,South America,SA
388,NCT03496753,Nipple Disorder,Effect of LED Therapy for Treatment Nipple Fissure,Device,"August 20, 2018","August 20, 2019",Brazil,South America,SA
389,NCT00288392,Foot Ulcer,"Efficacy of Soluble Beta-1,3/1,6-Glucan Compared to Placebo on Chronic Leg Ulcers in Diabetes Patients",Drug,June 2005,September 2006,Russian Federation,Europe,EU
390,NCT00288392,Foot Ulcer,"Efficacy of Soluble Beta-1,3/1,6-Glucan Compared to Placebo on Chronic Leg Ulcers in Diabetes Patients",Drug,June 2005,September 2006,Russian Federation,Asia,AS
391,NCT05000957,Pelvic Organ Prolapse|Female Urogenital Diseases,Pelvic Organs Prolapse Treatment Using Neodymium Laser,Device,"August 16, 2021","August 1, 2023",Russian Federation,Europe,EU
392,NCT05000957,Pelvic Organ Prolapse|Female Urogenital Diseases,Pelvic Organs Prolapse Treatment Using Neodymium Laser,Device,"August 16, 2021","August 1, 2023",Russian Federation,Asia,AS
393,NCT01493895,Diabetic Foot Ulcer,Study Assessing Safety and Efficacy of B-cure Laser Treating Diabetic Chronic Wounds,Device,,,Israel,Asia,AS
394,NCT02839226,Wounds|Other Ulcers Wounds and Skin Problems,"Safety and Efficacy of Topical AR/101 Compared With Placebo, in Accelerating Granulation Tissue Formation of Hard-to-heal Wounds",Drug,August 2016,December 2017,Israel,Asia,AS
395,NCT04796649,Diabetic Foot Ulcer,Laser Therapy for At-Home Treatment of DIabetic Foot Ulcers (LLL&DIAB-03),Device,"April 15, 2021","April 15, 2022",Israel,Asia,AS
396,NCT03687320,Diabetic Foot Ulcer,Laser Therapy for At-Home Treatment of DIabetic Foot Ulcers,Device,"December 2, 2019","October 1, 2023",Israel,Asia,AS
397,NCT01291628,Cancer,Prevention of Capecitabine Induced Hand and Foot Syndrome,Device,January 2012,January 2014,Israel,Asia,AS
398,NCT03063684,Vaginal Atrophy|Lichen Sclerosus,Fractional / Pixel CO2 Laser Treatment of Vulvar Atrophy and Lichen Sclerosus,Device,"September 1, 2017","April 28, 2019",Israel,Asia,AS
399,NCT02371486,Infertility|Complications; Cesarean Section,Does Cesarean Section Scar Defect (Niche) Affect Implantation Rate?,Procedure,April 2016,February 2018,Israel,Asia,AS
400,NCT01289340,Pain,Wound Healing and Pain Management in Partial Thickness Burns,,October 2015,March 2017,Israel,Asia,AS
401,NCT00448903,"Foot Ulcer, Diabetic",Clinical Trial to Evaluate the Efficacy and Safety of Sodium Bemiparin for Treatment of Diabetic Foot Ulcers,Drug,March 2007,April 2010,Croatia,Europe,EU
402,NCT03121261,Inguinal Hernia|Spinal Anesthesia,The Effect of Local Anesthetic and Clonidine on the Cutaneous Silent Period During Spinal Anesthesia,Drug,"May 1, 2017",October 2021,Croatia,Europe,EU
403,NCT02732145,Lichen Sclerosus|Lichen Planus|Lichen Simplex Chronicus|Vulvodynia,"Diagnostic Accuracy of ""Three Rings Vulvoscopy"" for Detection of Vulvar Dermatosis",Diagnostic Test,December 2011,December 2016,Croatia,Europe,EU
404,NCT01710774,Diabetic Foot|Foot Ulcer,Telemedicine Follow-up in Primary Health Care for Diabetes-related Foot Ulcers,Procedure,April 2012,December 2024,Norway,Europe,EU
405,NCT00134550,Foot Ulcer|Diabetes,Improving Diabetic Foot Ulcers With Atorvastatin,Drug,February 2005,March 2007,Norway,Europe,EU
406,NCT03594344,"Diabetes Mellitus|Claudication, Intermittent|Critical Limb Ischemia|Osteomyelitis|Amputation|Lower Extremity Ulcer|Diabetic Angiopathy|Diabetic Neuropathies|Diabetic Foot",Additional Hyperbaric Oxygen After Lower Extremity Amputation,Procedure,"July 4, 2018","December 31, 2023",Norway,Europe,EU
407,NCT04262479,Latent Autoimmune Diabetes in Adults,Injections of Glutamic Acid Decarboxylase (GAD) for LADA Type of Diabetes,Drug,"March 2, 2020",September 2022,Norway,Europe,EU
408,NCT03909802,Diabete Mellitus|Diabetic Foot,Effect of Self- and Family Management of Diabetic Foot Ulcers Programs on Health Outcomes,Behavioral,"July 6, 2019","December 10, 2019",Indonesia,Asia,AS
409,NCT04624516,Diabetic Foot Ulcer|Diabetic Foot,Effect of Self-foot Exercise on the Incidence of Plantar Foot Diabetic Ulcer Recurrence,Other,"September 4, 2019","July 30, 2020",Indonesia,Asia,AS
410,NCT04098562,Diabetic Foot Ulcer,"Efficacy of LL-37 Cream on Bacteria Colonization, Inflammation Response and Healing Rate of Diabetic Foot Ulcers",Drug,October 2019,January 2020,Indonesia,Asia,AS
411,NCT03046693,Non-arteritic Anterior Ischemic Optic Neuropathy,Citicoline Effect on Non-arteritic Anterior Ischemic Optic Neuropathy (NAION),Drug,"January 16, 2017",May 2017,Indonesia,Asia,AS
412,NCT04547348,Charcot Foot|Diabetes Mellitus,The DENOCHARCOT Trial,Drug,"November 1, 2020","October 1, 2026",Denmark,Europe,EU
413,NCT02423850,"Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetes Complications|Diabetic Foot",Three-dimensional Measurements of Diabetic Foot Ulcers,Device,August 2015,December 2018,Denmark,Europe,EU
414,NCT04154020,Diabetic Foot Ulcer|Hammer Toe|Mallet Toe|Claw Toe,"Treatment of Ulcers Associated With Hammer, Mallet and Claw Toe Deformities in the Diabetic Patient Setting",Procedure,"November 30, 2019","October 31, 2022",Denmark,Europe,EU
415,NCT02224742,Diabetic Foot Ulcer,LeucoPatch in the Management of Hard-to-heal Diabetic Foot Ulcers,Device,August 2013,May 2018,Denmark,Europe,EU
416,NCT01608425,Diabetes Mellitus|Foot Ulcers,Ulcer Monitoring in Diabetes Mellitus,Procedure,April 2011,November 2013,Denmark,Europe,EU
417,NCT03509870,Diabetic Foot Ulcer,Bone Marrow Derived Allogeneic Mesenchymal Stromal Cells to Non-healing Diabetic Foot Wounds,Biological,"June 1, 2018","April 1, 2020",Denmark,Europe,EU
418,NCT02785198,Diabetic Foot Ulcers,Passive Training as a Treatment for Diabetic Foot Ulcers,Device,April 2016,July 2018,Denmark,Europe,EU
419,NCT02749942,Peripheral Arterial Disease,RISCAID Study: Remote ISchemic Conditioning for Angiopathy In Diabetes,Device,"May 11, 2016","July 11, 2017",Denmark,Europe,EU
420,NCT04065724,Diabetes Mellitus|Foot Ulcer,Exercise for People With Peripheral Neuropathy and Diabetic Foot Ulcers - a Case Series on Feasibility and Safety,Other,February 2013,January 2015,Denmark,Europe,EU
421,NCT02251418,Diabetic Foot Ulcer,Shockwave Therapy of Chronic Diabetic Foot Ulcers,Device,February 2015,December 2015,Denmark,Europe,EU
422,NCT01454401,Diabetic Foot Ulcers,LeucoPatch™ Study A Multicenter Study on the Effect of LeucoPatch™ in Diabetic Foot Ulcers,Device,October 2010,January 2013,Denmark,Europe,EU
423,NCT03985306,Diabetic Foot Ulcer|Diabetic Foot|Wound Heal|Ulcer Foot|Ulcer Healing,Treatment of Diabetic Foot Ulcers With Inforatio Technique to Promote Wound Healing,Procedure,"March 20, 2019","September 26, 2019",Denmark,Europe,EU
424,NCT02442726,Healthy Subjects,Activation of A-delta-fibres and C-fibres in a First Degree Thermal Injury in Volunteers,Device,May 2015,November 2015,Denmark,Europe,EU
425,NCT03456206,"Autoimmune Diseases|Inflammatory Bowel Diseases|Crohn Disease (CD)|Ulcerative Colitis (UC)|Arthritis, Rheumatoid (RA)|Spondylarthropathies|Arthritis, Psoriatic (PsA)|Psoriasis (PsO)|Multiple Sclerosis (MS)","Chronic Inflammatory Disease, Lifestyle and Risk of Disease",Other,"November 10, 2018","May 1, 2023",Denmark,Europe,EU
426,NCT03173144,"Autoimmune Diseases|Inflammatory Bowel Diseases|Crohn Disease (CD)|Colitis, Ulcerative (UC)|Arthritis, Rheumatoid (RA)|Spondylarthropathies|Arthritis, Psoriatic (PsA)|Psoriasis|Hidradenitis Suppurativa (HS)|Uveitis","Chronic Inflammatory Disease, Lifestyle and Treatment Response",Other,"September 21, 2017","April 30, 2021",Denmark,Europe,EU
427,NCT03587220,Capsaicin|Ultaviolet B Light Burn|Neuropathic Pain|Lidocaine,A Mechanistic Evaluation of the Nociceptive Desensitizing Properties of Topical Capsaicin,Drug,"August 1, 2018","December 31, 2019",Denmark,Europe,EU
428,NCT04508374,Hidradenitis Suppurativa,Intralesional Diode Laser Treatment of Fistulas in Hidradenitis Suppurativa,Procedure,"December 10, 2020",September 2025,Denmark,Europe,EU
429,NCT00435682,Healthy,To Study the Peripheral Effect of Botulinum Toxin-A (Botox-A) on Experimentally Induced Cutaneous Pain in Healthy Subjects,Drug,March 2007,January 2008,Denmark,Europe,EU
430,NCT04078516,"Neuropathy, Diabetic|Neuropathy, Painful",Methods of Early Detection and Grading Of Diabetic Peripheral Neuropathy (MEDON),Diagnostic Test,"August 12, 2019","December 31, 2021",Denmark,Europe,EU
431,NCT05043636,Diabetic Neuropathies|Distal Peripheral Sensory Neuropathy|Diabetic Foot|Foot Deformities|Autonomic Neuropathy|CAN,Diabetic Neuropathy Screening Study 1.1 + Substudy 1.2-1.3-1.4,Device,"September 1, 2019","December 31, 2022",Denmark,Europe,EU
432,NCT04139876,Hemorrhoids,Ligasure Hemorrhoidectomy Versus Open Hemorrhoidectomy,Procedure,"March 1, 2017","December 1, 2022",Denmark,Europe,EU
433,NCT01699854,Persistent Pain After Inguinal Herniotomy,Capsaicin Patch 8 % for the Treatment of Persistent Pain After Inguinal Herniotomy,Drug,August 2012,September 2013,Denmark,Europe,EU
434,NCT01323426,"Urinary Incontinence, Stress",Treatment of Stress Urinary Incontinence by Injection of Autologous Muscle Fibers Into the Urethral Sphincter.,Procedure,May 2010,September 2013,Denmark,Europe,EU
435,NCT00583180,Primary Hyperalgesia,Sensory Function After Wound Instillation of Capsaicin,Drug,January 2008,January 2008,Denmark,Europe,EU
436,NCT02011048,Incisional Hernia,"Giant Ventral Incisional Hernia: Abdominal Wall Function, Respiratory Performance and Quality of Life",Procedure,November 2013,March 2016,Denmark,Europe,EU
437,NCT03556735,"Depression, Unipolar",Pulsed Electro Magnetic Fields (PEMF) in Depression,Device,September 2016,December 2017,Denmark,Europe,EU
438,NCT05050786,Incisional Hernia|Surgical Wound Infection|Surgical Site Infection|Quality of Life,Prophylactic Negative Pressure Wound Therapy for Patients Undergoing Incisional Hernia Repair,Device,January 2022,October 2023,Denmark,Europe,EU
439,NCT00627094,Leg Ulcers,Biatain Ibu vs. Biatain in Painful Chronic Venous Leg Ulcers,Device,March 2008,April 2009,Denmark,Europe,EU
440,NCT00435474,Cancer|Malignant Wounds,"Malignant Wounds, Wound Treatment, Psycho-Social Support and Relaxation Therapy",Procedure,April 2007,May 2009,Denmark,Europe,EU
441,NCT01472432,Chronic Foot Ulcers,DPP IV Inhibition Facilitates Healing of Chronic Foot Ulcers in Type 2 Diabetes,Drug,May 2011,January 2016,Italy,Europe,EU
442,NCT01518205,Foot Ulcers|Arteriosclerosis Obliterans|Diabetes Mellitus,HELP-Apheresis in Diabetic Ischemic Foot Treatment (H.A.D.I.F),Device,February 2012,December 2015,Italy,Europe,EU
443,NCT04831606,Diabetic Foot Ulcer,Blue Light Photobiomodulation Therapy on Neuroischemic Patients,Procedure,"July 31, 2021",August 2022,Italy,Europe,EU
444,NCT00638872,Diabetic Ulcer|Foot Ulcer Unhealed,Polydeoxyribonucleotide -Placentex Mastelli(Pdrn) for the Treatment of Diabetic Ulcers,Drug,October 2007,December 2011,Italy,Europe,EU
445,NCT04681326,Incisional Hernia|Peritonitis,Prophylactic Implantation of Biologic Mesh in Peritonitis,Device,"December 1, 2020","December 1, 2023",Italy,Europe,EU
446,NCT03636867,Diabetes Mellitus|Critical Limb Ischemia|Critical Lower Limb Ischemia|Diabetic Foot,"Laboratory, Cellular and Molecular Determinants of Clinical Success in Diabetic Patients With Critical Limb Ischemia",Other,"August 7, 2018","August 31, 2025",Italy,Europe,EU
447,NCT04661111,Knee Osteoarthritis,Efficacy and Safety of Hymovis ONE® (32mg/4ml) Intrarticular Injection in Active Patients With Knee Overuse Syndrome,Device,"June 13, 2016","June 28, 2018",Italy,Europe,EU
448,NCT02479347,Wound Infection|Breast Neoplasms,Wound Infections in Breast Cancer Surgery After Preoperative Skin Preparation With Chlorhexidine vs. Povidone-iodine,Drug,March 2013,September 2016,Italy,Europe,EU
449,NCT04884347,Hair Loss,Evaluation of the Efficacy of a Food Supplement in Reducing Hair Loss in Male Subjects,Dietary Supplement,"August 31, 2020","February 4, 2021",Italy,Europe,EU
